year,city,age_group,application
2014,Kagoshima,under_19,4425
2014,Kagawa,20-29,4077
2014,Kagawa,30-39,3188
2014,Kagawa,40-49,2347
2014,Kagawa,50-59,2291
2014,Kagawa,60-69,2043
2014,Kagawa,70-79,666
2014,Kagawa,over_80,144
2014,Kagawa,under_19,3408
2014,Iwate,20-29,3331
2014,Iwate,30-39,2687
2014,Iwate,40-49,1973
2014,Iwate,50-59,2264
2014,Iwate,60-69,2087
2014,Iwate,70-79,646
2014,Iwate,over_80,109
2014,Iwate,under_19,3346
2014,Ishikawa,20-29,6463
2014,Ishikawa,30-39,4386
2014,Ishikawa,40-49,3215
2014,Ishikawa,50-59,3072
2014,Ishikawa,60-69,2666
2014,Ishikawa,70-79,870
2014,Ishikawa,over_80,113
2014,Ishikawa,under_19,5553
2014,Ibaraki,20-29,14397
2014,Ibaraki,30-39,10279
2014,Ibaraki,40-49,7715
2014,Ibaraki,50-59,6968
2014,Ibaraki,60-69,6415
2014,Ibaraki,70-79,1937
2014,Ibaraki,over_80,290
2014,Ibaraki,under_19,15638
2014,Hyogo,20-29,35141
2014,Hyogo,30-39,25293
2014,Hyogo,40-49,20228
2014,Hyogo,50-59,16444
2014,Hyogo,60-69,13336
2014,Hyogo,70-79,5036
2014,Hyogo,over_80,1080
2014,Hyogo,under_19,38494
2014,Hokkaido,20-29,19904
2014,Hokkaido,30-39,15555
2014,Hokkaido,40-49,11470
2014,Hokkaido,50-59,11301
2014,Hokkaido,60-69,10282
2014,Hokkaido,70-79,3448
2014,Hokkaido,over_80,735
2014,Hokkaido,under_19,15484
2014,Hiroshima,20-29,13908
2014,Hiroshima,30-39,10100
2014,Hiroshima,40-49,7727
2014,Hiroshima,50-59,6768
2014,Hiroshima,60-69,5774
2014,Hiroshima,70-79,2047
2014,Hiroshima,over_80,455
2014,Hiroshima,under_19,14552
2014,Gunma,20-29,9284
2014,Gunma,30-39,6368
2014,Gunma,40-49,4879
2014,Gunma,50-59,4286
2014,Gunma,60-69,3831
2014,Gunma,70-79,1248
2014,Gunma,over_80,190
2014,Gunma,under_19,8853
2014,Gifu,20-29,11384
2014,Gifu,30-39,7350
2014,Gifu,40-49,5635
2014,Gifu,50-59,5471
2014,Gifu,60-69,4495
2014,Gifu,70-79,1498
2014,Gifu,over_80,269
2014,Gifu,under_19,9998
2014,Fukushima,20-29,6972
2014,Fukushima,30-39,4950
2014,Fukushima,40-49,3763
2014,Fukushima,50-59,4401
2014,Fukushima,60-69,3921
2014,Fukushima,70-79,1230
2014,Fukushima,over_80,227
2014,Fukushima,under_19,7329
2014,Fukuoka,20-29,30363
2014,Fukuoka,30-39,22481
2014,Fukuoka,40-49,15929
2014,Fukuoka,50-59,13597
2014,Fukuoka,60-69,11577
2014,Fukuoka,70-79,3953
2014,Fukuoka,over_80,819
2014,Fukuoka,under_19,28420
2014,Fukui,20-29,4141
2014,Fukui,30-39,2652
2014,Fukui,40-49,2071
2014,Fukui,50-59,2010
2014,Fukui,60-69,1606
2014,Fukui,70-79,566
2014,Fukui,over_80,113
2014,Fukui,under_19,3124
2014,Ehime,20-29,4932
2014,Ehime,30-39,3508
2014,Ehime,40-49,2591
2014,Ehime,50-59,2875
2014,Ehime,60-69,2313
2014,Ehime,70-79,782
2014,Ehime,over_80,194
2014,Ehime,under_19,4233
2014,Chiba,20-29,39071
2014,Chiba,30-39,31663
2014,Chiba,40-49,24114
2014,Chiba,50-59,18368
2014,Chiba,60-69,16351
2014,Chiba,70-79,5937
2014,Chiba,over_80,900
2014,Chiba,under_19,43221
2014,Aomori,20-29,2938
2014,Aomori,30-39,2250
2014,Aomori,40-49,1675
2014,Aomori,50-59,1899
2014,Aomori,60-69,1598
2014,Aomori,70-79,538
2014,Aomori,over_80,94
2014,Aomori,under_19,2567
2014,Akita,20-29,2300
2014,Akita,30-39,1773
2014,Akita,40-49,1300
2014,Akita,50-59,1625
2014,Akita,60-69,1475
2014,Akita,70-79,404
2014,Akita,over_80,72
2014,Akita,under_19,1744
2014,Aichi,20-29,51287
2014,Aichi,30-39,39646
2014,Aichi,40-49,29550
2014,Aichi,50-59,21436
2014,Aichi,60-69,15992
2014,Aichi,70-79,5694
2014,Aichi,over_80,1010
2014,Aichi,under_19,49740
